12TN2321_002s,12TN2321_002,12TN2321,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2325_001s,12TN2325_001,12TN2325,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2327_001s,12TN2327_001,12TN2327,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2330_001s,12TN2330_001,12TN2330,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2331_001s,12TN2331_001,12TN2331,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2332_001s,12TN2332_001,12TN2332,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2333_001s,12TN2333_001,12TN2333,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2338_001s,12TN2338_001,12TN2338,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2339_001s,12TN2339_001,12TN2339,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2342_001s,12TN2342_001,12TN2342,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2342_002s,12TN2342_002,12TN2342,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2343_001s,12TN2343_001,12TN2343,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2345_001s,12TN2345_001,12TN2345,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2346_001s,12TN2346_001,12TN2346,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2348_001s,12TN2348_001,12TN2348,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2348_002s,12TN2348_002,12TN2348,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2349_001s,12TN2349_001,12TN2349,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2350_001s,12TN2350_001,12TN2350,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2351_001s,12TN2351_001,12TN2351,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2358_001s,12TN2358_001,12TN2358,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2360_001s,12TN2360_001,12TN2360,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2361_001s,12TN2361_001,12TN2361,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2364_001s,12TN2364_001,12TN2364,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2367_001s,12TN2367_001,12TN2367,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2368_001s,12TN2368_001,12TN2368,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2370_001s,12TN2370_001,12TN2370,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2372_001s,12TN2372_001,12TN2372,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2378_001s,12TN2378_001,12TN2378,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2383_001s,12TN2383_001,12TN2383,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2388_001s,12TN2388_001,12TN2388,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2390_001s,12TN2390_001,12TN2390,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2391_001s,12TN2391_001,12TN2391,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2392_001s,12TN2392_001,12TN2392,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2395_001s,12TN2395_001,12TN2395,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2396_001s,12TN2396_001,12TN2396,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2400_001s,12TN2400_001,12TN2400,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2405_001s,12TN2405_001,12TN2405,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2415_001s,12TN2415_001,12TN2415,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2425_001s,12TN2425_001,12TN2425,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN2426_001s,12TN2426_001,12TN2426,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN6029_001s,12TN6029_001,12TN6029,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN6033_001s,12TN6033_001,12TN6033,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
12TN6044_001s,12TN6044_001,12TN6044,12TN,NULL,NULL,NULL,self,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
