00CC0001_000s,NULL,NOID,00CC,NULL,PBK FL05/06,TBBC3_002 x B73 F2,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0002_000s,NULL,NOID,00CC,NULL,PBK FL05/06,TBBC3_037 x B73 F2,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0003_000s,NULL,NOID,00CC,NULL,PBK FL05/06,TBBC3_038 x B73 F2,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0004_000s,NULL,NOID,00CC,NULL,PBK FL05/06,TBBC3_039 x B73 F2,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0005_000s,NULL,NOID,00CC,NULL,PBK FL05/06,TBBC3_042 x B73 F2,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0006_000s,NULL,NOID,00CC,NULL,PBK FL05/06,TBBC3_043 x B73 F2,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0007_000s,NULL,NOID,00CC,NULL,PBK FL05/06,TBBC3_077 x B73 F2,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0008_000s,NULL,NOID,00CC,NULL,PBK 2005 CL,TBBC3_002 x B73 F1,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0009_000s,NULL,NOID,00CC,NULL,PBK 2005 CL,TBBC3_038 x B73 F1,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0010_000s,NULL,NOID,00CC,NULL,PBK 2005 CL,TBBC3_039 x B73 F1,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0011_000s,NULL,NOID,00CC,NULL,PBK 2005 CL,TBBC3_077 x B73 F1,self,NULL,NULL,NULL,B73 x TBBC3,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0012_000s,NULL,NOID,00CC,NULL,JH2004_1582,B73 x CML322 1582,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0013_000s,NULL,NOID,00CC,NULL,JH2004_1583,B73 x CML322 1583,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0014_000s,NULL,NOID,00CC,NULL,JH2004_1585,B73 x CML322 1585,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0015_000s,NULL,NOID,00CC,NULL,JH2004_1587,B73 x CML322 1587,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0016_000s,NULL,NOID,00CC,NULL,JH2004_1589,B73 x CML322 1589,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0017_000s,NULL,NOID,00CC,NULL,JH2004_1591,B73 x CML322 1591,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0018_000s,NULL,NOID,00CC,NULL,JH2004_1598,B73 x CML322 1598,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0019_000s,NULL,NOID,00CC,NULL,JH2004_1600,B73 x CML322 1600,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0020_000s,NULL,NOID,00CC,NULL,JH2004_1602,B73 x CML322 1602,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0021_000s,NULL,NOID,00CC,NULL,JH2004_1604,B73 x CML322 1604,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0022_000s,NULL,NOID,00CC,NULL,JH2004_1607,B73 x CML322 1607,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0023_000s,NULL,NOID,00CC,NULL,JH2004_1608,B73 x CML322 1608,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0024_000s,NULL,NOID,00CC,NULL,JH2004_1609,B73 x CML322 1609,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0025_000s,NULL,NOID,00CC,NULL,JH2004_1611,B73 x CML322 1611,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0026_000s,NULL,NOID,00CC,NULL,JH2004_1612,B73 x CML322 1612,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
00CC0027_000s,NULL,NOID,00CC,NULL,JH2004_1613,B73 x CML322 1613,self,NULL,NULL,NULL,B73 x CML322 HIF5,NULL,2,NULL,received from Peter Balint-Kurti | Seed labeled by seed_name not seed_id.  seed_id only for database index,NULL,NULL
